,feature,tfidf,ig_value
638,bjps,0.0,0.0007979393802941548
639,bkn,0.0,0.0023799819319643145
640,bla,0.0,0.0007979393802941548
641,blm,0.0,0.006565261417956547
642,bln,0.0,0.0007979393802941548
643,blng,0.0,0.0007979393802941548
644,blo,0.0,0.0009667991902708728
645,block,0.0,0.0007979393802941548
646,blokir,0.0,0.0007979393802941548
647,blom,0.0,0.0007841756598852001
648,bloon,0.0,0.0007841756598852001
649,blpnxuu,0.0,0.0009667991902708728
650,blt,0.0,0.0007841756598852001
651,bncan,0.0,0.0007979393802941548
652,bnpb,0.0,0.0007979393802941548
653,bnyak,0.0,0.0007979393802941548
654,bnyk,0.0,0.0023799819319643145
655,bo,0.0,0.0007841756598852001
656,bob,0.0,0.0007979393802941548
657,bobrok,0.0,0.0007979393802941548
658,bodo,0.0,0.0007979393802941548
659,bodoh,0.0,0.0007841756598852001
660,bofu,0.0,0.0007979393802941548
661,bogor,0.0,0.007063081736161436
662,bohongin,0.0,0.0007979393802941548
663,bokep,0.0,0.0007979393802941548
664,bola,0.0,0.0033317657420997016
665,bolong,0.0,0.0007979393802941548
666,bolos,0.0,0.0007979393802941548
667,bondowoso,0.0,0.0007979393802941548
668,boneka,0.0,0.0007979393802941548
669,bong,0.0,0.0007979393802941548
670,borneo,0.0,0.005511470567786558
671,boro,0.0,0.0023960637471287516
672,boroko,0.0,0.0009667991902708728
673,borong,0.0,0.0007841756598852001
674,boros,0.0,0.0023799819319643145
675,bosku,0.0,0.0007841756598852001
676,boss,0.0,0.0007979393802941548
677,bottom,0.0,0.0007979393802941548
678,boykkf,0.0,0.0007841756598852001
679,bp,0.0,0.0007841756598852001
680,bpa,0.0,0.0007841756598852001
681,bpjs,0.0,0.022154545473257237
682,bpk,0.0,0.003179008306603226
683,bpn,0.0,0.0007841756598852001
684,bps,0.0,0.0009667991902708728
685,bq,0.0,0.0007841756598852001
686,bqsx,0.0,0.0007979393802941548
687,brasil,0.0,0.0036864426658043126
688,brasilia,0.0,0.0007841756598852001
689,brazil,0.0,0.0033202789363002694
690,brdmpak,0.0,0.0007841756598852001
691,breaking,0.0,0.0036864426658043126
